mileage,vehicle_age_years,condition_rating,capacity,fuel_efficiency_num,distance,required_capacity,capacity_utilization,last_maintenance_days,engine_type,tire_condition,avg_fuel_consumption_per_100km,gps_tracker_installed,ac_working,load_type,breakdown_count_last_year,score
125545,4,7,1000,2,243,930,0.93,15,electric,4,12.2,0,1,standard,1,68.65
221053,7,6,500,3,320,325,0.65,31,diesel,3,20,1,0,refrigerated,0,53.06
263389,10,7,800,3,405,737,0.921,61,electric,2,19.2,1,1,standard,0,61.4
105931,5,5,1500,3,329,1013,0.675,81,diesel,3,18.5,0,0,standard,1,54.07
134313,6,8,300,3,333,270,0.9,1,electric,3,17.1,1,1,refrigerated,1,78.71
119793,4,8,500,1,460,406,0.812,48,petrol,5,8.9,1,1,bulk,0,85.46
179588,7,6,500,2,334,389,0.778,60,petrol,3,11.1,1,1,standard,0,71.41
194681,7,7,1500,2,424,1401,0.934,28,diesel,2,11.5,1,1,standard,0,60.4
37021,2,8,300,1,438,223,0.743,20,diesel,5,9.2,1,1,bulk,2,87.25
149025,5,9,800,2,403,423,0.529,3,diesel,4,13,1,0,fragile,2,66.04
76161,3,5,800,3,192,491,0.614,38,diesel,4,17.9,0,0,bulk,0,57.46
35073,2,8,1000,2,307,863,0.863,1,diesel,5,13.2,1,0,bulk,0,84.6
221999,11,9,500,2,418,371,0.742,1,diesel,3,14,1,1,bulk,0,69.88
15712,0,9,800,1,372,498,0.622,16,diesel,5,8.5,1,1,hazardous,0,87.53
117916,3,8,1500,2,453,629,0.419,58,diesel,3,12.6,1,1,standard,1,60.4
78247,4,7,500,1,305,214,0.428,62,diesel,4,8.5,0,1,bulk,0,62.23
93116,3,7,1000,2,276,865,0.865,28,petrol,3,12,1,1,standard,0,79.59
117289,5,9,800,2,206,630,0.788,20,diesel,4,13.4,1,0,hazardous,2,75.85
125984,7,8,500,2,466,409,0.818,43,electric,3,9.7,1,1,fragile,0,76.03
192810,7,8,800,3,20,764,0.955,152,petrol,3,17.2,1,1,fragile,0,60.75
274436,11,7,300,1,208,235,0.783,147,electric,1,10.5,1,1,bulk,2,63.42
183957,7,7,800,1,91,737,0.921,93,diesel,2,8.5,0,1,standard,1,60.14
28182,1,9,500,2,149,441,0.882,79,petrol,5,13.7,0,0,bulk,2,80.03
54759,2,7,300,2,318,253,0.843,24,diesel,4,14.3,1,1,standard,1,86.72
232034,10,2,800,3,59,452,0.565,30,petrol,3,14.6,1,0,standard,0,40.36
238020,11,8,300,2,265,205,0.683,2,diesel,3,13.4,1,1,bulk,2,50.9
176755,5,7,500,1,364,452,0.904,150,diesel,3,8.4,1,0,standard,1,63.65
73805,3,10,500,2,377,378,0.756,19,diesel,4,12.8,1,1,refrigerated,1,89.38
29319,0,10,800,2,284,421,0.526,15,diesel,5,11.6,0,1,bulk,0,80.22
186314,8,7,800,2,233,432,0.54,4,petrol,3,14.8,1,1,standard,2,63.91
165329,7,9,500,3,420,474,0.948,95,petrol,2,17.4,0,1,bulk,0,58.59
273370,11,4,1000,2,321,495,0.495,82,diesel,2,10.2,0,1,standard,1,41.18
26827,1,10,500,1,393,455,0.91,55,petrol,4,7.9,0,1,hazardous,1,82.53
135621,5,10,1000,3,227,903,0.903,22,petrol,3,16.7,1,1,bulk,0,68.57
216179,10,4,500,1,267,239,0.478,133,diesel,3,9.8,1,0,hazardous,0,49.72
114316,3,8,500,2,168,286,0.572,33,diesel,3,13.5,1,0,standard,3,62.39
94662,4,9,300,3,102,199,0.663,6,diesel,4,17.5,0,1,fragile,1,68.79
6358,0,9,800,2,452,533,0.666,27,diesel,5,14.3,1,1,hazardous,1,74.52
204081,7,4,1000,2,490,505,0.505,4,petrol,3,13,1,1,bulk,3,55.92
106437,6,7,1500,1,293,1372,0.915,14,diesel,4,9.6,0,0,fragile,2,62.92
135796,6,8,300,3,329,126,0.42,54,diesel,3,16.6,1,1,bulk,0,58.12
180525,8,4,1000,2,235,462,0.462,12,petrol,3,11.3,1,1,hazardous,1,52.96
51594,3,6,300,1,266,274,0.913,20,petrol,4,8.5,1,1,standard,2,66.78
60442,2,9,300,2,157,289,0.963,8,diesel,4,13.2,1,0,standard,0,74.94
216542,9,6,500,1,350,431,0.862,13,electric,3,8.6,1,0,standard,0,72.26
14260,0,8,300,3,417,179,0.597,8,diesel,5,19.3,1,1,bulk,0,77.14
198410,6,7,500,1,301,305,0.61,58,diesel,3,10.8,0,0,refrigerated,0,57.63
208272,8,6,800,2,314,503,0.629,69,petrol,2,12.5,1,1,standard,0,55.43
8091,2,9,800,1,84,717,0.896,37,diesel,5,8.2,1,1,standard,2,95.14
51238,0,10,1500,2,60,905,0.603,4,petrol,4,12.3,0,1,fragile,1,77.1
115523,3,9,800,3,301,532,0.665,30,petrol,4,16.6,0,1,standard,0,59.98
81869,3,10,300,2,137,195,0.65,5,diesel,4,11.7,1,1,standard,0,80.59
67737,3,10,1000,2,499,843,0.843,37,diesel,4,14.4,1,1,standard,0,87.14
267933,11,4,500,1,218,387,0.774,76,diesel,3,9.3,1,1,hazardous,1,59.78
91662,4,9,800,1,473,451,0.564,18,petrol,4,10.2,1,1,standard,0,87.86
222031,10,6,1000,3,152,672,0.672,74,diesel,1,17.6,1,0,hazardous,0,45.69
132789,6,7,800,1,498,423,0.529,27,electric,4,8.3,0,1,standard,0,72.48
202600,8,6,500,3,213,247,0.494,14,diesel,3,19.3,0,1,bulk,0,42.97
202715,8,5,1000,2,297,734,0.734,175,diesel,2,15.5,0,0,bulk,0,57.38
135956,3,7,500,1,163,291,0.582,23,petrol,4,7.3,0,0,fragile,0,66.38
120900,5,8,1500,3,201,1441,0.961,108,diesel,3,21.2,1,0,standard,1,63.41
164536,5,9,800,2,418,724,0.905,8,petrol,4,12.7,1,0,bulk,0,67.98
59507,3,10,500,1,62,205,0.41,24,electric,4,9.7,1,1,bulk,0,76.35
70944,2,10,800,1,415,541,0.676,30,diesel,4,12,0,1,standard,1,79.35
29522,2,10,800,2,161,399,0.499,11,petrol,5,16.2,1,1,bulk,1,73.76
104846,3,7,1000,1,333,862,0.862,2,diesel,4,9.2,1,1,fragile,0,83.37
277636,11,3,1000,1,247,911,0.911,44,diesel,3,9.9,1,0,fragile,3,44.12
186474,7,6,1000,2,178,943,0.943,11,petrol,2,14,1,1,standard,1,65.27
139797,5,8,800,2,200,322,0.402,23,diesel,3,13.4,1,1,bulk,1,61.36
155379,6,8,500,2,431,403,0.806,37,diesel,2,13.4,1,1,standard,0,74.66
191864,5,7,1000,3,418,869,0.869,105,diesel,2,18.8,0,1,bulk,0,62.91
79299,2,9,500,1,43,234,0.468,162,petrol,5,6.9,1,0,standard,1,65.34
210285,6,5,500,1,242,349,0.698,234,petrol,2,10.5,0,1,standard,1,54.08
227894,11,8,800,2,306,471,0.589,34,diesel,3,14.9,0,1,standard,0,58.05
32415,0,10,1500,2,252,879,0.586,35,petrol,4,14,1,1,bulk,1,84.57
84158,2,9,500,2,114,221,0.442,21,diesel,4,13.9,1,1,fragile,0,68.68
256013,11,7,1000,2,236,624,0.624,29,diesel,2,13.5,1,1,fragile,0,53.58
127352,5,8,300,3,341,244,0.813,11,diesel,4,17.5,1,0,refrigerated,0,71.66
72341,1,7,500,1,496,277,0.554,72,diesel,5,6.6,1,1,standard,0,83.68
31800,0,10,1000,1,22,672,0.672,12,diesel,4,7.6,1,1,standard,0,85.5
40966,1,8,1000,2,487,719,0.719,5,diesel,5,14.1,1,1,standard,1,92.18
61888,1,6,800,2,116,755,0.944,83,petrol,4,11.4,0,1,standard,1,63.97
189956,9,6,500,1,486,484,0.968,38,diesel,2,8.8,0,0,standard,0,61.13
82223,3,6,1000,1,218,439,0.439,75,diesel,4,8.8,1,1,refrigerated,2,66.16
186852,6,6,500,2,294,315,0.63,123,diesel,4,12.8,1,1,refrigerated,0,60.96
68070,1,9,500,3,351,343,0.686,37,petrol,4,21.6,1,1,fragile,0,73.02
138888,5,6,1000,3,425,911,0.911,12,diesel,2,18.6,0,0,standard,1,49.27
258148,11,5,500,2,402,418,0.836,54,diesel,2,11.9,1,0,standard,3,57.18
44761,1,10,1500,2,253,1414,0.943,3,diesel,5,15.9,0,1,refrigerated,1,82.39
94727,3,10,1000,2,223,941,0.941,116,diesel,4,12.2,1,1,standard,1,71.86
162368,6,8,500,3,428,241,0.482,1,diesel,3,18.7,1,0,bulk,1,47.85
175144,6,7,800,3,387,502,0.628,49,diesel,3,18,0,1,standard,1,51.23
182874,7,8,1500,2,202,761,0.507,10,diesel,4,14.4,0,1,bulk,0,66.09
78954,2,10,1500,1,103,959,0.639,44,diesel,4,8.5,1,1,fragile,0,83.59
100912,7,7,500,2,342,409,0.818,3,electric,3,15.2,1,1,standard,1,83.38
191093,9,7,1000,3,27,928,0.928,1,petrol,3,19.8,1,1,standard,2,54.6
149936,5,6,800,1,406,528,0.66,74,petrol,4,10.3,0,1,refrigerated,1,69.84
195076,7,7,500,2,347,364,0.728,56,petrol,4,11.8,1,1,bulk,0,71.55
235288,9,5,500,2,403,233,0.466,145,electric,2,12.1,0,0,bulk,1,38.17
220193,8,3,300,2,194,176,0.587,365,petrol,1,9.5,1,0,standard,0,46.26
274913,11,7,500,1,230,401,0.802,85,petrol,2,11.4,0,1,bulk,1,63.89
183274,5,7,1000,2,377,703,0.703,16,diesel,4,12.7,1,1,bulk,1,64.75
120126,5,8,1500,1,214,752,0.501,19,diesel,2,7.7,1,0,refrigerated,1,68.17
39208,1,10,1500,2,370,1300,0.867,111,petrol,5,13.4,1,1,standard,2,90.56
237952,9,4,800,2,316,717,0.896,27,diesel,3,12.4,1,0,standard,0,60.49
275932,12,7,1000,2,209,880,0.88,21,petrol,2,13.3,0,1,bulk,1,66.46
165050,6,6,1000,1,430,830,0.83,139,petrol,3,8,0,1,standard,0,69.63
235984,10,4,800,2,270,683,0.854,12,petrol,3,13.7,0,1,bulk,0,61.84
206042,8,7,800,3,283,372,0.465,113,petrol,2,18.3,1,1,fragile,1,46.22
218151,9,5,800,2,350,477,0.596,40,diesel,3,11.4,0,0,fragile,2,48.99
62158,2,8,500,2,464,452,0.904,98,electric,4,14.5,1,1,bulk,0,66.25
138691,4,7,300,2,75,220,0.733,52,diesel,4,12.6,1,1,bulk,0,79.03
40136,2,10,1000,1,131,653,0.653,109,diesel,5,7.7,1,1,bulk,0,86.21
170131,7,5,1000,2,158,800,0.8,36,petrol,3,11.8,1,1,fragile,0,73.34
252814,10,7,300,2,290,193,0.643,62,diesel,2,14.2,1,0,fragile,0,57.8
267735,11,5,800,2,331,662,0.828,22,diesel,2,14.4,1,1,standard,4,58.18
95100,3,8,800,1,181,326,0.408,141,petrol,3,10,1,1,bulk,0,58.41
87676,4,8,300,3,374,273,0.91,42,diesel,4,18.7,1,1,fragile,1,65.42
69660,5,7,1000,2,20,759,0.759,168,diesel,3,12.4,1,1,refrigerated,2,75.66
186228,7,7,1000,3,434,592,0.592,74,petrol,2,16.8,1,1,standard,0,59.83
64195,4,9,1500,2,360,900,0.6,365,petrol,3,12.6,1,0,bulk,0,71.94
273082,11,7,300,1,189,258,0.86,136,diesel,2,10.2,0,1,bulk,1,61.81
159528,6,6,500,1,52,241,0.482,119,petrol,3,8.9,1,1,fragile,0,53.65
126196,4,9,800,2,348,449,0.561,27,petrol,4,11.4,1,1,standard,0,71.88
251630,10,5,300,2,461,211,0.703,45,diesel,2,12.4,1,1,standard,0,63.25
265251,9,3,500,2,423,293,0.586,78,electric,2,14.3,1,1,bulk,2,39.79
196197,8,6,800,1,365,414,0.518,29,petrol,4,7,1,0,bulk,0,60.89
46025,3,7,800,2,184,483,0.604,135,diesel,4,12,1,1,standard,3,69.41
74096,3,9,800,2,298,720,0.9,19,diesel,5,12.3,1,1,standard,0,89.66
243495,10,6,500,2,234,425,0.85,33,diesel,3,15.8,0,0,standard,1,61.21
111187,5,9,800,2,476,472,0.59,56,diesel,4,15.8,1,1,refrigerated,0,70.02
52017,3,9,300,2,252,235,0.783,36,petrol,4,11.8,1,0,bulk,1,83.57
94359,3,8,800,2,471,382,0.478,151,diesel,4,12.1,1,0,bulk,1,57.92
230992,9,7,800,2,338,488,0.61,89,diesel,2,12.5,1,0,standard,2,54.27
27564,0,10,300,2,411,124,0.413,67,diesel,4,14.4,1,1,refrigerated,0,70.68
216716,9,7,500,2,444,282,0.564,15,electric,3,11.8,0,0,standard,0,56.64
239609,11,6,500,1,489,385,0.77,68,electric,1,9.2,0,1,bulk,0,63.32
203711,7,5,800,2,285,783,0.979,52,petrol,3,13.6,0,1,hazardous,0,60.85
54512,4,8,300,1,385,172,0.573,53,electric,3,10.5,1,0,standard,2,68.71
72891,4,10,500,2,331,281,0.562,57,petrol,5,15.2,1,0,fragile,2,71.09
219449,8,5,500,2,260,215,0.43,272,diesel,2,10.7,0,1,standard,2,37.35
109446,3,9,800,1,190,520,0.65,24,diesel,4,10.1,0,1,fragile,0,78.54
215738,8,6,1000,2,487,745,0.745,30,diesel,2,12.6,0,1,standard,1,64.45
270000,11,4,800,1,150,525,0.656,37,diesel,1,6.5,1,0,refrigerated,0,54.78
13644,0,10,1000,2,423,464,0.464,37,petrol,5,15,1,1,fragile,0,72.77
247500,9,7,500,3,101,366,0.732,82,petrol,3,16.7,0,1,standard,0,59.79
7605,0,9,1000,2,485,525,0.525,16,diesel,5,14.4,0,1,standard,0,78.2
21779,0,10,300,1,39,201,0.67,70,petrol,5,7.1,0,1,standard,0,84.18
270725,11,4,500,2,111,265,0.53,109,diesel,1,12.2,1,1,bulk,1,46.19
246588,9,5,800,2,499,473,0.591,13,petrol,2,11,1,1,fragile,1,45.51
188486,7,8,1000,2,318,438,0.438,18,diesel,3,14.5,1,0,standard,0,51.31
166868,6,8,1000,2,443,659,0.659,16,electric,4,12.6,1,1,standard,0,67.6
23537,1,9,1000,2,261,521,0.521,101,diesel,4,11.2,1,1,refrigerated,0,83.03
243438,9,7,800,2,61,752,0.94,22,diesel,1,12.3,1,1,hazardous,0,57.21
196851,6,7,800,3,360,457,0.571,123,petrol,2,19.5,0,1,fragile,1,56.96
268442,11,3,300,3,178,162,0.54,19,diesel,2,20.9,0,1,standard,2,45.49
29187,0,9,1500,3,84,864,0.576,93,petrol,4,17.3,1,0,standard,0,68.5
93466,3,10,300,3,104,243,0.81,149,diesel,2,16,1,1,standard,0,77.82
273980,9,6,300,3,352,276,0.92,39,petrol,2,18.1,1,0,standard,1,49.12
15219,2,10,1000,2,57,767,0.767,126,petrol,4,11.5,1,1,bulk,0,96.71
180523,6,8,800,3,148,779,0.974,7,diesel,3,19.1,0,0,bulk,0,55.54
35430,2,10,1000,2,213,678,0.678,5,petrol,5,10.2,1,0,standard,0,76.78
75110,4,10,800,3,69,705,0.881,62,petrol,4,21.1,0,1,bulk,1,73.69
61546,3,10,500,1,418,278,0.556,101,diesel,4,9.7,1,1,bulk,0,83.96
72238,2,8,500,2,453,430,0.86,37,petrol,4,10.2,1,1,fragile,1,81.63
182326,5,5,500,2,111,455,0.91,86,petrol,3,10.8,0,1,fragile,1,55.9
59054,1,8,500,2,292,479,0.958,177,diesel,4,13.5,1,0,standard,0,75.54
165358,5,7,800,2,438,705,0.881,176,diesel,3,10.9,1,1,standard,1,71.81
60817,2,10,500,2,90,451,0.902,18,electric,5,13.4,1,1,refrigerated,0,83.63
20301,0,9,500,3,490,244,0.488,7,diesel,4,15.2,1,1,standard,0,69.24
5461,2,10,500,2,276,429,0.858,62,diesel,5,13.4,1,1,hazardous,0,90.43
158061,5,8,800,3,126,481,0.601,1,diesel,3,20.9,1,0,standard,0,59.52
151240,4,6,500,2,378,244,0.488,15,diesel,4,12.7,1,1,fragile,1,54.88
4488,0,9,500,2,45,480,0.96,80,diesel,5,13.2,0,0,bulk,0,81.42
189303,9,7,1000,2,490,870,0.87,2,petrol,2,12.5,1,1,fragile,1,68.68
4973,0,9,300,3,199,221,0.737,64,petrol,4,17.8,1,1,refrigerated,0,86.47
27640,1,10,500,1,95,238,0.476,21,petrol,5,11.6,1,1,bulk,0,77.11
272975,10,6,1500,2,230,1117,0.745,42,diesel,2,15.4,1,1,bulk,0,66.91
131380,4,6,1500,2,177,1434,0.956,133,diesel,3,10.6,1,1,standard,0,68.87
50579,4,8,500,3,66,247,0.494,51,petrol,4,17.1,0,1,standard,0,56.73
139823,6,6,300,2,419,229,0.763,101,diesel,3,12.4,1,1,fragile,0,66.54
46047,1,10,1500,1,100,1396,0.931,16,diesel,4,6,1,1,hazardous,0,86.66
127707,3,10,300,1,304,151,0.503,97,diesel,4,10,1,1,standard,1,73.08
70394,3,10,500,2,284,359,0.718,235,diesel,4,10.1,1,1,bulk,0,88.24
269083,10,7,500,3,239,412,0.824,14,diesel,2,18.4,1,1,standard,0,57.25
275856,11,6,500,1,214,417,0.834,284,diesel,2,8.3,1,1,standard,0,67.86
102665,4,8,1500,3,260,1158,0.772,12,electric,3,17,1,1,hazardous,1,80.39
272015,9,2,800,2,42,513,0.641,79,diesel,2,13.8,1,0,standard,1,39.73
163269,6,7,300,1,195,157,0.523,36,diesel,3,9.5,0,1,fragile,2,60.02
243139,10,7,800,1,365,575,0.719,38,diesel,2,12.2,0,0,bulk,0,69.38
99120,4,8,300,3,497,264,0.88,16,diesel,4,17.8,1,0,standard,0,78.24
5662,0,10,300,3,410,207,0.69,61,petrol,5,16.2,1,1,standard,0,79.18
113354,3,10,800,3,337,631,0.789,10,diesel,3,19.7,0,0,standard,2,72.34
35416,1,10,1500,2,493,843,0.562,130,electric,4,13,1,1,standard,1,83.31
37782,2,10,800,3,78,644,0.805,154,diesel,3,20.3,1,1,fragile,0,78.82
97538,4,5,1000,3,265,425,0.425,61,diesel,4,18.2,1,1,standard,2,53.44
18614,1,10,800,1,360,424,0.53,131,diesel,4,9.1,1,1,bulk,0,90.19
43497,2,9,500,1,189,354,0.708,1,diesel,4,11.3,1,1,bulk,0,87.46
98588,4,9,500,2,446,464,0.928,4,petrol,4,13.9,1,0,fragile,1,66.33
145595,6,6,800,1,66,671,0.839,9,diesel,4,8.2,1,1,fragile,1,76.74
207636,8,5,1500,2,434,1137,0.758,114,diesel,2,12.7,1,1,standard,0,67.81
113075,4,8,800,2,125,379,0.474,173,petrol,4,12.8,0,0,refrigerated,1,53.35
162268,6,6,1000,2,63,613,0.613,14,diesel,3,15.8,1,1,bulk,0,60.74
100064,3,6,500,1,149,345,0.69,14,petrol,4,10.4,1,0,standard,1,71.78
102053,3,9,1000,2,274,902,0.902,182,petrol,2,13.5,1,0,refrigerated,0,69.63
140458,5,5,1500,2,78,830,0.553,20,diesel,4,13.5,1,1,fragile,2,61
247679,8,4,500,1,225,472,0.944,68,petrol,2,7.9,1,1,standard,0,51.99
217277,9,7,300,2,392,144,0.48,11,petrol,3,13.3,0,1,standard,1,53.47
202461,8,7,300,3,454,193,0.643,90,diesel,3,17.3,0,1,standard,1,54.33
16054,0,8,300,2,441,281,0.937,124,diesel,4,14.4,1,1,bulk,2,76.9
33199,2,9,500,1,213,467,0.934,4,diesel,4,13.9,1,1,refrigerated,0,85.85
81277,1,6,300,1,418,189,0.63,44,diesel,4,8.4,1,1,hazardous,0,73.59
24693,0,10,1500,2,369,874,0.583,198,petrol,5,12.6,1,1,fragile,0,78.15
256563,9,5,1000,2,314,816,0.816,23,diesel,1,12.4,1,1,standard,0,63.38
205939,8,4,800,2,365,750,0.938,16,diesel,4,10.1,0,0,bulk,0,54.09
73755,2,9,800,2,300,647,0.809,7,diesel,5,12.6,1,1,bulk,0,87.72
90326,4,8,500,2,424,364,0.728,190,diesel,3,14,0,1,bulk,0,76.5
117471,5,8,800,2,465,767,0.959,4,diesel,4,12,1,1,hazardous,0,72.25
278498,11,4,800,2,362,503,0.629,50,electric,3,13.6,1,1,standard,2,50.93
77515,1,9,1000,2,205,495,0.495,26,diesel,4,11.6,1,0,bulk,0,67.9
197677,6,7,1000,2,223,465,0.465,2,diesel,3,11.6,0,0,fragile,2,47.04
31773,2,10,800,2,296,754,0.942,97,diesel,5,11.8,1,0,bulk,2,82.53
115203,5,10,500,2,30,352,0.704,20,diesel,3,15.7,1,0,standard,2,78.39
256573,11,3,800,2,422,424,0.53,66,petrol,2,13.1,1,1,bulk,2,45.81
219150,8,6,1000,2,152,506,0.506,56,petrol,2,13,1,1,standard,0,55.44
136172,4,8,800,2,452,418,0.522,110,electric,3,15,1,1,bulk,1,63.51
3779,0,10,1000,3,113,961,0.961,365,diesel,4,17.6,1,1,fragile,0,77.54
30999,0,9,800,1,176,691,0.864,12,diesel,5,10.4,1,1,refrigerated,1,94.92
166535,6,9,1000,1,302,851,0.851,73,electric,3,7.8,1,0,standard,0,78.8
193634,7,8,300,2,410,156,0.52,58,petrol,3,13.1,1,1,refrigerated,0,65.67
112595,5,7,800,2,116,542,0.678,35,diesel,3,12.5,1,0,standard,1,71.17
138702,6,9,300,2,359,131,0.437,47,diesel,3,12.7,0,1,standard,0,61.86
231245,9,4,500,2,122,309,0.618,27,electric,3,12.7,0,1,bulk,1,53.3
230954,9,3,800,3,107,417,0.521,62,diesel,4,19.5,0,1,bulk,2,39.51
134767,5,8,500,2,118,414,0.828,20,diesel,4,14.1,0,1,fragile,0,78.47
147529,5,8,500,1,229,283,0.566,68,diesel,4,7.8,1,0,standard,0,70.21
259519,11,4,300,1,27,215,0.717,36,petrol,1,6.9,1,1,fragile,1,55.98
24914,0,9,1500,2,359,1392,0.928,18,diesel,5,11.9,1,1,standard,1,82.39
48514,0,8,300,2,93,289,0.963,30,diesel,4,15.1,1,1,standard,2,77.82
256603,9,5,500,3,52,483,0.966,35,diesel,3,17.8,1,1,refrigerated,1,47.56
95103,4,10,300,2,437,188,0.627,63,diesel,3,14,1,1,standard,0,70.66
61813,3,7,1000,3,281,667,0.667,18,diesel,4,17.8,1,1,standard,4,66.05
31719,1,10,500,2,313,353,0.706,11,diesel,4,12.3,0,1,fragile,0,87.15
221097,8,4,800,2,56,598,0.748,94,petrol,2,7.8,1,0,standard,1,61.07
108118,1,7,800,3,149,548,0.685,55,petrol,3,15.9,1,1,hazardous,0,64.95
66350,1,7,1000,2,71,497,0.497,74,electric,4,13.3,1,0,bulk,2,57.96
243378,9,7,800,2,418,354,0.442,107,diesel,3,12.7,1,0,standard,1,46.26
179985,7,6,800,3,158,661,0.826,113,petrol,2,19.9,0,1,standard,0,62.42
100368,5,5,500,1,496,376,0.752,15,petrol,3,11.9,1,0,standard,0,73.56
61310,1,10,800,3,146,651,0.814,7,diesel,4,16.5,1,1,standard,0,88.66
171584,8,7,500,2,110,370,0.74,36,electric,3,11.8,1,1,standard,0,80
265022,8,6,800,3,336,535,0.669,47,petrol,1,16.8,1,0,fragile,0,53.36
178468,6,8,1000,2,261,803,0.803,50,diesel,2,14.3,1,1,standard,2,68.71
236192,9,7,500,1,79,227,0.454,213,diesel,1,8.7,0,1,bulk,0,45.29
94093,2,10,1000,1,305,958,0.958,21,diesel,4,9.1,1,1,standard,0,85.99
184388,7,7,1000,1,458,767,0.767,83,electric,3,9.1,1,0,hazardous,2,66.46
22737,0,9,800,3,150,457,0.571,6,petrol,3,18.2,1,0,fragile,0,73.62
20768,0,8,500,2,256,365,0.73,77,electric,4,12.5,1,0,standard,0,90.04
101443,2,5,1000,2,200,432,0.432,63,petrol,4,12,1,1,standard,1,57.23
47371,1,8,1000,1,215,935,0.935,7,diesel,4,10.3,1,1,standard,1,78.51
97844,3,9,800,2,464,349,0.436,81,petrol,4,12.6,1,1,standard,0,63.54
7258,0,9,500,2,356,435,0.87,29,electric,5,12.6,1,1,fragile,0,90.32
213576,9,4,1000,2,256,966,0.966,17,petrol,2,12.9,1,0,hazardous,0,54.05
279263,11,5,1500,1,381,1057,0.705,8,diesel,2,7,0,1,bulk,2,59.7
252588,11,3,1000,2,428,557,0.557,8,petrol,2,11,0,1,fragile,1,42.66
91454,4,7,1000,1,450,444,0.444,32,petrol,4,9.6,1,1,bulk,1,64.58
49202,2,7,300,2,436,122,0.407,10,diesel,5,15.3,1,1,bulk,0,67.26
248973,9,6,500,1,29,322,0.644,17,diesel,2,9.8,0,1,bulk,0,57.72
205414,6,5,300,3,228,211,0.703,20,diesel,3,19.1,1,1,bulk,2,57.94
84702,4,10,500,1,295,212,0.424,181,diesel,3,7.6,1,1,fragile,2,66.81
105367,4,7,1000,3,327,952,0.952,44,petrol,4,17.7,1,1,hazardous,1,67.37
101064,3,9,800,1,379,656,0.82,136,petrol,2,6.6,1,1,hazardous,0,89.86
176491,9,9,1500,3,189,711,0.474,40,diesel,3,19.7,1,1,bulk,1,51.33
271990,10,2,300,2,30,286,0.953,126,petrol,1,17.1,0,1,refrigerated,2,40.59
22105,2,9,800,1,341,737,0.921,11,electric,3,10,1,1,standard,0,86.08
132352,6,6,300,1,408,153,0.51,103,electric,3,8.6,1,0,hazardous,0,68.07
225498,7,6,500,1,225,310,0.62,43,petrol,2,8.7,0,0,bulk,0,59.6
27225,2,9,300,2,86,222,0.74,12,petrol,5,15.5,1,1,standard,0,89.79
20208,0,9,500,3,476,436,0.872,191,diesel,4,18.3,1,1,fragile,0,87.06
143465,5,6,500,2,193,414,0.828,104,petrol,3,10.7,1,0,refrigerated,1,71.85
108468,3,10,1000,3,400,845,0.845,14,diesel,2,17,1,1,bulk,0,78.93
92386,2,10,500,2,343,270,0.54,44,petrol,4,12,1,1,standard,2,67.28
245138,8,7,1000,2,141,835,0.835,58,diesel,1,16.8,0,1,standard,0,62.71
199120,8,5,500,2,113,335,0.67,53,petrol,4,13.4,1,0,standard,2,54.5
186308,8,8,1500,3,348,1315,0.877,36,diesel,3,19.4,1,0,hazardous,0,70.96
23254,2,9,800,2,61,576,0.72,15,diesel,4,11.6,1,1,bulk,0,89.52
247123,10,6,500,2,130,438,0.876,23,diesel,3,13.6,1,0,bulk,1,59.77
45594,1,9,300,2,214,228,0.76,17,petrol,4,14.5,1,1,standard,0,85.91
269418,10,5,500,1,380,212,0.424,63,diesel,2,10.1,1,0,standard,2,47.08
167351,6,4,1000,1,263,868,0.868,47,diesel,3,7,1,0,bulk,3,60.03
173174,5,9,300,1,171,171,0.57,29,petrol,3,10.3,1,0,standard,0,63.71
103781,5,10,500,2,383,402,0.804,51,diesel,3,13,1,1,fragile,0,87.99
104493,4,9,800,1,70,632,0.79,19,diesel,4,11.3,0,1,refrigerated,0,83.49
787,0,10,500,1,97,256,0.512,48,electric,4,9.1,1,1,standard,0,86.85
87838,3,6,500,2,346,421,0.842,37,diesel,4,12.4,1,1,standard,0,80.99
59754,0,10,1000,2,47,803,0.803,80,petrol,4,12,1,0,standard,0,82.56
55079,1,10,500,3,290,246,0.492,56,diesel,5,16.6,0,1,refrigerated,0,70.09
193742,9,7,300,1,462,184,0.613,3,diesel,3,7.6,1,1,standard,0,66.82
252486,11,5,800,3,482,410,0.512,7,diesel,2,18.1,1,0,standard,0,46.56
154752,5,6,1000,2,121,967,0.967,11,diesel,4,16.6,1,1,standard,2,66.48
223852,7,6,500,2,450,235,0.47,5,diesel,3,13.2,1,1,bulk,0,50.83
99362,3,8,1500,2,282,620,0.413,11,petrol,4,12.8,1,0,standard,1,59.89
99721,3,9,300,3,184,199,0.663,27,diesel,3,19.6,1,1,bulk,0,69.36
249255,9,5,300,1,275,264,0.88,268,petrol,1,9.6,1,1,fragile,1,60.54
137774,6,9,1000,2,410,766,0.766,7,diesel,3,13.9,0,1,standard,2,72.36
240723,9,5,500,2,214,482,0.964,179,diesel,2,13.1,0,0,hazardous,1,44.49
279369,12,6,500,3,34,487,0.974,179,diesel,1,18,0,1,bulk,1,43.84
37587,2,8,800,3,128,724,0.905,121,petrol,4,15.1,0,1,standard,0,67.57
37599,1,9,500,2,263,321,0.642,81,electric,4,11.9,1,1,fragile,0,83.35
